Dex,Pokemon,Moves,Levels
588,karrablast,"swordsdance, cut, headbutt, furyattack, takedown, doubleedge, leer, peck, toxic, screech, doubleteam, rest, slash, substitute, snore, flail, protect, scaryface, gigadrain, endure, falseswipe, swagger, furycutter, attract, sleeptalk, return, frustration, megahorn, encore, hiddenpower, raindance, facade, secretpower, aerialace, irondefense, poisonjab, xscissor, bugbuzz, energyball, acidspray, round, strugglebug, drillrun, confide, infestation","52, 101, 20, 16, 37, 56, 4, 1, 101, 101, 101, 101, 32, 101, 101, 49, 101, 40, 101, 8, 25, 101, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 44, 28, 101, 16, 101, 101, 101, 101, 101"
589,escavalier,"swordsdance, cut, headbutt, furyattack, takedown, doubleedge, twineedle, leer, hyperbeam, peck, toxic, agility, screech, doubleteam, rest, slash, substitute, snore, flail, reversal, protect, scaryface, gigadrain, endure, falseswipe, swagger, furycutter, attract, sleeptalk, return, frustration, megahorn, encore, hiddenpower, raindance, rocksmash, facade, taunt, revenge, secretpower, aerialace, irondefense, metalburst, closecombat, poisonjab, xscissor, bugbuzz, focusblast, energyball, gigaimpact, ironhead, acidspray, round, quickguard, strugglebug, drillrun, razorshell, fellstinger, confide, infestation, smartstrike, brutalswing","52, 101, 20, 16, 1, 1, 1, 1, 101, 1, 101, 101, 101, 101, 101, 32, 101, 101, 1, 49, 101, 1, 101, 1, 25, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 40, 52, 101, 101, 44, 28, 101, 101, 56, 37, 16, 101, 1, 101, 101, 101, 1, 101, 101, 101, 101"
590,foongus,"bodyslam, absorb, megadrain, growth, solarbeam, stunspore, toxic, doubleteam, bide, spore, flash, rest, substitute, snore, protect, feintattack, sludgebomb, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, sweetscent, synthesis, hiddenpower, raindance, sunnyday, facade, naturepower, ingrain, secretpower, astonish, bulletseed, magicalleaf, payback, seedbomb, energyball, leafstorm, grassknot, venoshock, ragepowder, foulplay, round, clearsmog, grassyterrain, confide, pollenpuff, terablast","101, 1, 15, 6, 43, 8, 32, 101, 12, 50, 101, 101, 101, 101, 101, 20, 101, 28, 101, 101, 101, 101, 101, 101, 24, 35, 101, 101, 101, 101, 101, 18, 101, 8, 101, 101, 101, 101, 101, 101, 101, 101, 45, 101, 101, 39, 101, 101, 101, 101"
591,amoonguss,"bodyslam, hyperbeam, absorb, megadrain, growth, solarbeam, stunspore, toxic, doubleteam, bide, spore, flash, rest, substitute, snore, protect, scaryface, feintattack, sludgebomb, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, sweetscent, synthesis, hiddenpower, raindance, sunnyday, facade, naturepower, ingrain, secretpower, astonish, bulletseed, magicalleaf, payback, seedbomb, energyball, gigaimpact, leafstorm, grassknot, venoshock, ragepowder, foulplay, round, clearsmog, hex, grassyterrain, confide, pollenpuff, stompingtantrum, terablast","101, 101, 1, 15, 1, 49, 1, 32, 101, 1, 62, 101, 101, 101, 101, 101, 101, 20, 101, 28, 101, 101, 101, 101, 101, 101, 24, 35, 101, 101, 101, 101, 101, 18, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 54, 101, 101, 43, 101, 101, 101, 101, 101, 101"
592,frillish,"poisonsting, watergun, hydropump, surf, icebeam, blizzard, bubblebeam, absorb, toxic, psychic, nightshade, doubleteam, recover, waterfall, dreameater, bubble, flash, rest, substitute, snore, protect, sludgebomb, destinybond, icywind, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, psychup, shadowball, whirlpool, hail, willowisp, facade, taunt, trick, imprison, secretpower, dive, waterspout, watersport, waterpulse, brine, wringout, darkpulse, energyball, trickroom, ominouswind, sludgewave, round, scald, hex, confide, dazzlinggleam","4, 1, 49, 101, 101, 101, 13, 5, 101, 101, 9, 101, 17, 101, 101, 1, 101, 101, 101, 101, 101, 101, 44, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 36, 101, 101, 101, 101, 101, 101, 101, 101, 61, 1, 22, 32, 55, 101, 101, 101, 27, 101, 101, 101, 43, 101, 101"
593,jellicent,"poisonsting, watergun, hydropump, surf, icebeam, blizzard, bubblebeam, hyperbeam, absorb, toxic, psychic, nightshade, doubleteam, recover, waterfall, dreameater, bubble, flash, acidarmor, rest, substitute, snore, protect, sludgebomb, destinybond, icywind, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, psychup, shadowball, whirlpool, hail, willowisp, facade, taunt, trick, imprison, secretpower, dive, waterspout, muddywater, watersport, waterpulse, brine, wringout, darkpulse, energyball, gigaimpact, trickroom, ominouswind, sludgewave, round, scald, hex, confide, dazzlinggleam","1, 1, 53, 101, 101, 101, 13, 101, 1, 101, 101, 1, 101, 17, 101, 101, 1, 101, 1, 101, 101, 101, 101, 101, 48, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 36, 101, 101, 101, 101, 101, 101, 101, 101, 69, 101, 1, 22, 32, 61, 101, 101, 101, 101, 27, 101, 101, 101, 45, 101, 101"
594,alomomola,"pound, doubleslap, bodyslam, takedown, hydropump, surf, icebeam, blizzard, hyperbeam, toxic, psychic, doubleteam, lightscreen, waterfall, rest, substitute, protect, icywind, endure, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, batonpass, hiddenpower, raindance, psychup, shadowball, whirlpool, hail, facade, helpinghand, wish, skillswap, secretpower, dive, watersport, calmmind, waterpulse, wakeupslap, healingwish, brine, aquaring, gigaimpact, zenheadbutt, aquajet, wideguard, soak, round, scald, healpulse, acrobatics, mistyterrain, playrough, playnice, confide, liquidation, scaleshot, flipturn, terablast, snowscape, chillingwater, alluringvoice","1, 13, 101, 101, 61, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 21, 101, 101, 101, 101, 101, 101, 101, 45, 101, 101, 101, 101, 101, 101, 49, 101, 101, 49, 37, 101, 101, 101, 1, 101, 25, 29, 57, 41, 5, 101, 101, 9, 53, 33, 101, 101, 17, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101"
595,joltik,"cut, pinmissile, absorb, stringshot, thunderbolt, thunderwave, thunder, toxic, agility, screech, doubleteam, lightscreen, swift, leechlife, flash, rest, slash, substitute, thief, spiderweb, snore, protect, gigadrain, endure, swagger, furycutter, attract, sleeptalk, return, frustration, hiddenpower, raindance, facade, helpinghand, secretpower, signalbeam, bounce, gastroacid, suckerpunch, poisonjab, xscissor, bugbuzz, energyball, discharge, crosspoison, bugbite, chargebeam, electroball, round, voltswitch, strugglebug, electroweb, wildcharge, confide, infestation, lunge, speedswap, skittersmack, terablast, pounce","101, 101, 1, 1, 101, 4, 101, 101, 37, 7, 101, 101, 101, 1, 101, 101, 26, 101, 101, 1, 101, 101, 101, 101, 101, 12, 101, 101, 101, 101, 101, 101, 101, 101, 101, 34, 101, 23, 40, 101, 101, 48, 101, 45, 101, 18, 101, 29, 101, 101, 101, 15, 101, 101, 101, 101, 101, 101, 101, 101"
596,galvantula,"cut, pinmissile, hyperbeam, absorb, stringshot, thunderbolt, thunderwave, thunder, toxic, agility, screech, doubleteam, lightscreen, swift, leechlife, flash, rest, slash, substitute, thief, spiderweb, snore, protect, gigadrain, endure, swagger, furycutter, attract, sleeptalk, return, frustration, hiddenpower, raindance, facade, charge, helpinghand, secretpower, signalbeam, bounce, gastroacid, suckerpunch, poisonjab, xscissor, bugbuzz, energyball, gigaimpact, discharge, crosspoison, bugbite, chargebeam, electroball, round, voltswitch, strugglebug, electroweb, wildcharge, stickyweb, confide, infestation, throatchop, lunge, speedswap, skittersmack, terablast, pounce","101, 101, 101, 1, 1, 101, 1, 101, 101, 40, 7, 101, 101, 101, 1, 101, 101, 26, 101, 101, 1, 101, 101, 101, 101, 101, 12, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 34, 101, 23, 46, 101, 101, 60, 101, 101, 54, 101, 18, 101, 29, 101, 101, 101, 15, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101"
597,ferroseed,"tackle, pinmissile, solarbeam, thunderbolt, thunderwave, toxic, doubleteam, harden, selfdestruct, flash, explosion, rest, substitute, snore, curse, protect, spikes, gigadrain, endure, rollout, swagger, attract, sleeptalk, return, frustration, metalclaw, hiddenpower, sunnyday, rocksmash, facade, naturepower, ingrain, revenge, secretpower, bulletseed, irondefense, gyroball, payback, assurance, rockpolish, poisonjab, seedbomb, energyball, mirrorshot, flashcannon, ironhead, stealthrock, honeclaws, round, confide","1, 18, 101, 101, 101, 101, 101, 1, 38, 101, 55, 101, 101, 101, 9, 101, 101, 101, 101, 6, 101, 101, 101, 101, 101, 14, 101, 101, 101, 101, 101, 35, 101, 101, 101, 26, 21, 47, 101, 101, 101, 101, 101, 30, 52, 43, 101, 101, 101, 101"
598,ferrothorn,"swordsdance, cut, tackle, pinmissile, hyperbeam, strength, solarbeam, thunderbolt, thunderwave, thunder, toxic, doubleteam, harden, selfdestruct, flash, explosion, rest, substitute, snore, curse, protect, spikes, sandstorm, gigadrain, endure, rollout, swagger, attract, sleeptalk, return, frustration, metalclaw, hiddenpower, sunnyday, rocksmash, facade, naturepower, ingrain, revenge, secretpower, bulletseed, aerialace, irondefense, gyroball, payback, assurance, rockpolish, poisonjab, seedbomb, energyball, gigaimpact, shadowclaw, mirrorshot, flashcannon, rockclimb, powerwhip, ironhead, stealthrock, grassknot, honeclaws, heavyslam, round, bulldoze, confide, brutalswing, bodypress","101, 101, 1, 18, 101, 101, 101, 101, 101, 101, 101, 101, 1, 38, 101, 67, 101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 14, 101, 101, 101, 101, 101, 35, 101, 101, 101, 101, 26, 21, 53, 101, 101, 101, 101, 101, 101, 101, 30, 61, 1, 40, 46, 101, 101, 101, 101, 101, 101, 101, 101, 101"
599,klink,"vicegrip, bind, hyperbeam, thundershock, thunderbolt, thunderwave, toxic, screech, doubleteam, rest, substitute, snore, protect, zapcannon, lockon, sandstorm, endure, swagger, sleeptalk, return, frustration, hiddenpower, rocksmash, uproar, facade, charge, secretpower, metalsound, irondefense, assurance, rockpolish, powergem, mirrorshot, flashcannon, discharge, chargebeam, autotomize, round, shiftgear, voltswitch, wildcharge, geargrind, confide","1, 21, 57, 11, 101, 101, 101, 39, 101, 101, 101, 101, 101, 54, 51, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 6, 101, 45, 101, 101, 101, 101, 36, 101, 42, 26, 31, 101, 48, 101, 101, 16, 101"
600,klang,"vicegrip, bind, hyperbeam, thundershock, thunderbolt, thunderwave, toxic, screech, doubleteam, rest, substitute, snore, protect, zapcannon, lockon, sandstorm, endure, swagger, sleeptalk, return, frustration, hiddenpower, rocksmash, uproar, facade, charge, secretpower, metalsound, irondefense, assurance, rockpolish, powergem, mirrorshot, flashcannon, discharge, chargebeam, autotomize, round, allyswitch, shiftgear, voltswitch, wildcharge, geargrind, confide","1, 21, 64, 1, 101, 101, 101, 40, 101, 101, 101, 101, 101, 60, 56, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 48, 101, 101, 101, 101, 36, 101, 44, 26, 31, 101, 101, 52, 101, 101, 1, 101"
601,klinklang,"vicegrip, bind, hyperbeam, thundershock, thunderbolt, thunderwave, thunder, toxic, screech, doubleteam, rest, substitute, snore, protect, zapcannon, lockon, sandstorm, endure, swagger, sleeptalk, return, frustration, hiddenpower, rocksmash, uproar, facade, charge, secretpower, metalsound, irondefense, assurance, rockpolish, powergem, gigaimpact, mirrorshot, flashcannon, trickroom, discharge, chargebeam, autotomize, round, allyswitch, shiftgear, voltswitch, wildcharge, geargrind, confide, magneticflux, electricterrain, gearup","1, 21, 72, 1, 101, 101, 101, 101, 40, 101, 101, 101, 101, 101, 66, 60, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 48, 101, 101, 101, 101, 101, 36, 101, 101, 44, 25, 31, 101, 101, 54, 101, 101, 1, 101, 1, 64, 1"
602,tynamo,"tackle, thunderwave, spark, charge, knockoff, chargebeam, terablast","1, 1, 1, 101, 101, 1, 101"
603,eelektrik,"bind, headbutt, bodyslam, takedown, thrash, acid, thunderbolt, thunderwave, thunder, toxic, doubleteam, lightscreen, flash, rest, superfang, substitute, protect, scaryface, zapcannon, gigadrain, endure, swagger, spark, attract, sleeptalk, return, frustration, hiddenpower, raindance, crunch, facade, charge, knockoff, secretpower, uturn, gastroacid, thunderfang, flashcannon, discharge, chargebeam, electroball, coil, acidspray, round, acrobatics, voltswitch, electroweb, wildcharge, confide, eerieimpulse, electricterrain, throatchop, lunge, terablast","9, 1, 101, 101, 74, 19, 44, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 69, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 39, 101, 101, 101, 101, 101, 64, 101, 101, 29, 1, 101, 54, 49, 101, 101, 101, 101, 59, 101, 101, 101, 101, 101, 101"
604,eelektross,"firepunch, thunderpunch, cut, headbutt, bodyslam, takedown, thrash, roar, acid, flamethrower, hyperbeam, strength, thunderbolt, thunderwave, thunder, toxic, doubleteam, confuseray, lightscreen, swift, flash, rest, rockslide, superfang, substitute, protect, scaryface, zapcannon, outrage, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, hiddenpower, raindance, sunnyday, crunch, rocksmash, facade, focuspunch, charge, brickbreak, knockoff, secretpower, crushclaw, rocktomb, dragonclaw, bulkup, uturn, closecombat, gastroacid, dragonpulse, drainpunch, gigaimpact, thunderfang, zenheadbutt, flashcannon, discharge, grassknot, chargebeam, honeclaws, heavyslam, electroball, coil, acidspray, round, hex, acrobatics, voltswitch, bulldoze, dragontail, electroweb, wildcharge, iondeluge, confide, eerieimpulse, electricterrain, poweruppunch, throatchop, lunge, stompingtantrum, liquidation, bodypress, terablast, supercellslam","101, 101, 101, 1, 101, 101, 1, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
605,elgyem,"headbutt, growl, psybeam, thunderbolt, thunderwave, toxic, confusion, psychic, agility, teleport, screech, doubleteam, recover, lightscreen, reflect, dreameater, flash, rest, rockslide, substitute, thief, snore, protect, endure, swagger, steelwing, attract, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, psychup, shadowball, uproar, facade, trick, skillswap, imprison, secretpower, rocktomb, cosmicpower, calmmind, miracleeye, embargo, healblock, powerswap, guardswap, darkpulse, energyball, nastyplot, zenheadbutt, trickroom, chargebeam, guardsplit, powersplit, wonderroom, psyshock, telekinesis, synchronoise, simplebeam, round, echoedvoice, storedpower, allyswitch, confide","18, 4, 15, 101, 101, 101, 1, 39, 101, 12, 101, 101, 46, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 22, 101, 36, 101, 101, 101, 101, 101, 25, 101, 101, 101, 43, 11, 101, 8, 101, 101, 101, 101, 101, 32, 101, 101, 50, 50, 56, 101, 101, 53, 29, 101, 101, 101, 101, 101"
606,beheeyem,"headbutt, growl, psybeam, hyperbeam, thunderbolt, thunderwave, toxic, confusion, psychic, agility, teleport, screech, doubleteam, recover, lightscreen, reflect, dreameater, flash, rest, rockslide, triattack, substitute, thief, snore, protect, endure, swagger, steelwing, attract, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, psychup, shadowball, futuresight, uproar, facade, trick, skillswap, imprison, secretpower, rocktomb, cosmicpower, calmmind, miracleeye, embargo, healblock, powerswap, guardswap, darkpulse, energyball, gigaimpact, nastyplot, zenheadbutt, flashcannon, trickroom, chargebeam, guardsplit, powersplit, wonderroom, psyshock, telekinesis, synchronoise, simplebeam, round, echoedvoice, storedpower, allyswitch, confide, psychicterrain","18, 1, 15, 101, 101, 101, 101, 1, 39, 101, 1, 101, 101, 50, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 22, 101, 36, 101, 101, 101, 101, 101, 101, 25, 101, 101, 101, 45, 1, 101, 1, 101, 101, 101, 101, 101, 101, 32, 101, 101, 101, 56, 58, 68, 101, 101, 63, 29, 101, 101, 101, 101, 101, 1"
607,litwick,"ember, flamethrower, solarbeam, firespin, toxic, psychic, nightshade, doubleteam, minimize, confuseray, haze, smog, fireblast, dreameater, flash, rest, substitute, thief, snore, curse, spite, protect, endure, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, hiddenpower, sunnyday, psychup, shadowball, heatwave, willowisp, memento, facade, taunt, trick, imprison, secretpower, astonish, overheat, calmmind, payback, embargo, flareblitz, darkpulse, energyball, trickroom, telekinesis, flameburst, flamecharge, round, allyswitch, hex, incinerate, inferno, confide, mysticalfire, skittersmack, burningjealousy, poltergeist, terablast, temperflare","1, 101, 101, 7, 101, 101, 13, 101, 3, 10, 101, 5, 101, 101, 101, 101, 101, 101, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 55, 101, 101, 101, 49, 101, 16, 33, 101, 101, 101, 24, 101, 1, 61, 101, 101, 101, 101, 101, 101, 101, 101, 20, 101, 101, 101, 28, 101, 38, 101, 101, 101, 101, 101, 101, 101"
608,lampent,"ember, flamethrower, solarbeam, firespin, toxic, psychic, nightshade, doubleteam, minimize, confuseray, haze, smog, fireblast, dreameater, flash, rest, substitute, thief, snore, curse, spite, protect, endure, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, hiddenpower, sunnyday, psychup, shadowball, heatwave, willowisp, memento, facade, taunt, trick, imprison, secretpower, astonish, overheat, calmmind, payback, embargo, flareblitz, darkpulse, energyball, trickroom, telekinesis, flameburst, flamecharge, round, allyswitch, hex, incinerate, inferno, confide, mysticalfire, skittersmack, burningjealousy, lashout, poltergeist, terablast, temperflare","1, 101, 101, 7, 101, 101, 13, 101, 1, 10, 101, 1, 101, 101, 101, 101, 101, 101, 101, 45, 101, 101, 101, 101, 101, 101, 101, 101, 101, 61, 101, 101, 101, 53, 101, 16, 33, 101, 101, 101, 24, 101, 1, 69, 101, 101, 101, 101, 101, 101, 101, 101, 20, 101, 101, 101, 28, 101, 38, 101, 101, 101, 101, 101, 101, 101, 101"
